GWL,x,y,eusr5000,aet,pdsi,pet,soil,srad,swe,NDVI,DHM
191.9385711,398581.9547,5315332.353,120.73956398590605,50.072500000000005,-0.9068333333333334,65.42,39.795,135.84666666666666,1.9333333333333331,0.4262,207
135.0149979,413232.1872,5379102.049,120.73956398590605,50.28,-1.5935,65.33166666666668,49.11166666666667,132.1,1.6416666666666666,0.5859,137
150.142796,412289.5352,5360148.578,133.57339030392856,50.645,-1.4411666666666667,64.33166666666668,48.70916666666666,133.2391666666667,2.308333333333333,0.5467000000000001,153
122.4706403,425100.4625,5396893.99,120.73956398590605,49.82083333333333,-1.51575,63.682500000000005,46.22916666666667,132.17000000000002,2.058333333333333,0.6809000000000001,123
145.1139662,420366.3156,5372289.748,133.57339030392856,52.6225,-1.3975833333333332,64.50833333333334,51.15166666666667,132.04416666666665,2.2416666666666667,0.5638000000000001,149
149.9186565,413930.8802,5360688.363,133.57339030392856,51.115,-1.4184999999999999,64.12916666666666,49.12833333333334,133.0925,2.3666666666666667,0.6728000000000001,150
101.9410517,450045.547,5433313.529,120.73956398590605,46.29166666666667,-1.7238333333333333,64.6425,44.1775,130.67416666666665,2.125,0.6119,102
111.3684579,445810.2182,5416158.336,133.57339030392856,49.94583333333333,-1.3758333333333335,63.71333333333334,47.475,131.4141666666667,2.8833333333333333,0.6131,119
115.86302,452061.7291,5415348.66,133.57339030392856,50.6775,-1.26475,62.815,50.2875,131.725,3.3583333333333334,0.7398,124
94.69778422,475244.6018,5490658.692,133.57339030392856,47.17166666666666,-1.8867500000000001,64.5575,55.33500000000001,126.03916666666669,2.0416666666666665,0.6394000000000001,102
109.245199,463710.1458,5437398.881,133.57339030392856,46.97833333333334,-1.8171666666666668,64.05083333333333,49.28333333333333,130.01166666666666,2.3583333333333334,0.6192000000000001,112
190.4382796,400565.1365,5320263.396,133.57339030392856,51.756666666666675,-0.9564166666666668,65.41583333333334,42.1625,135.54666666666668,2.341666666666667,0.8113,196
198.787287,394086.7821,5304991.494,120.73956398590605,47.83166666666667,-0.9023333333333332,65.08583333333334,36.23916666666667,136.215,1.825,0.7328,206
191.3751006,400764.0834,5315926.11,133.57339030392856,50.61916666666667,-0.9425833333333334,65.36666666666666,39.86166666666667,135.7775,2.0166666666666666,0.6405000000000001,196
254.808868,402234.5302,5303557.062,133.57339030392856,49.28,-0.9268333333333334,64.53250000000001,37.165,135.56916666666666,2.183333333333333,0.6775,254
123.5121961,424044.8847,5395480.552,120.73956398590605,49.8175,-1.5284166666666668,62.51916666666668,48.1925,132.06833333333336,2.25,0.6438,125
137.2857632,425124.4335,5383055.478,133.57339030392856,50.71333333333334,-1.42375,62.11083333333334,50.88,132.135,2.675,0.8036000000000001,141
150.8809453,416322.9253,5360471.452,133.57339030392856,51.115,-1.4184999999999999,64.12916666666666,49.12833333333334,133.0925,2.3666666666666667,0.5629000000000001,153
115.4732858,451483.9586,5415978.409,133.57339030392856,50.6775,-1.26475,62.815,50.2875,131.725,3.3583333333333334,0.6973,117
100.416206,468049.4388,5458155.597,120.73956398590605,46.37583333333333,-1.848,64.48916666666666,50.11916666666667,129.06,2.1333333333333333,0.8443,115
143.2854459,413700.9854,5370139.606,120.73956398590605,50.0325,-1.53675,64.44833333333334,49.17333333333334,132.87833333333333,1.9166666666666667,0.53,142
160.7391665,411049.0172,5349228.921,133.57339030392856,52.462500000000006,-1.21875,64.33500000000001,48.50833333333333,133.37416666666667,2.7916666666666665,0.6685,162
194.0378604,410391.2446,5326028.093,133.57339030392856,52.65416666666667,-1.1081666666666667,65.07666666666667,42.27416666666667,134.725,2.0,0.7965,193
151.7621084,416061.029,5359290.921,133.57339030392856,51.115,-1.4184999999999999,64.12916666666666,49.12833333333334,133.0925,2.3666666666666667,0.5135000000000001,154
128.2600801,432084.6676,5393809.221,133.57339030392856,51.28666666666667,-1.3055833333333333,63.340833333333336,48.788333333333334,132.0266666666667,2.8666666666666667,0.7807000000000001,130
94.4165631,475226.6076,5489226.258,92.18530922955416,47.17166666666666,-1.8867500000000001,64.5575,55.33500000000001,126.03916666666669,2.0416666666666665,0.4484,105
97.54539734,472816.5502,5465947.475,92.18530922955416,47.43416666666666,-1.8583333333333332,64.66000000000001,52.376666666666665,128.2375,2.025,0.7809,115
101.823747,470887.3069,5457105.002,92.18530922955416,46.8325,-1.8359166666666666,64.39416666666668,51.25333333333333,128.72916666666669,2.183333333333333,0.39690000000000003,107
101.1724445,476948.9012,5464945.856,92.18530922955416,49.51083333333334,-1.8463333333333334,65.50833333333334,55.465833333333336,127.65083333333335,2.15,0.6498,106
191.9591526,397829.2552,5315174.417,120.73956398590605,50.072500000000005,-0.9068333333333334,65.42,39.795,135.84666666666666,1.9333333333333331,0.6532,196
178.6398762,407668.3179,5332705.471,133.57339030392856,52.6775,-1.0455833333333333,64.56916666666667,46.13916666666667,134.335,2.475,0.7308,178
144.3263033,417647.4053,5371423.094,133.57339030392856,51.19416666666667,-1.465,64.22000000000001,49.96666666666667,132.7516666666667,2.091666666666667,0.8629,150
151.9980496,415496.2539,5358664.17,133.57339030392856,51.115,-1.4184999999999999,64.12916666666666,49.12833333333334,133.0925,2.3666666666666667,0.5669000000000001,151
147.4645522,426423.9003,5377767.573,133.57339030392856,52.89583333333334,-1.2974166666666667,63.13583333333334,51.919166666666676,132.0575,3.091666666666667,0.6501,155
102.6446524,449640.7057,5432134.997,120.73956398590605,47.095,-1.7076666666666669,64.47666666666667,45.160833333333336,131.11833333333334,2.183333333333333,0.3437,106
88.63526998,463396.3395,5480488.782,92.18530922955416,46.5525,-1.8815833333333334,65.41916666666667,47.844166666666666,126.13166666666666,1.55,0.4791,99
111.2424793,457224.6953,5426627.167,133.57339030392856,48.322500000000005,-1.6665,64.15833333333335,47.462500000000006,131.08666666666667,2.575,0.8759,123
100.7211538,475845.3364,5462091.991,92.18530922955416,47.80333333333334,-1.8405000000000002,64.575,53.05833333333334,128.21166666666667,2.083333333333333,0.6761,109
212.2658457,393534.0084,5293185.197,133.57339030392856,46.072500000000005,-0.7075833333333335,64.27583333333334,32.74583333333333,136.6858333333333,2.0166666666666666,0.7120000000000001,230
151.2695231,412039.6338,5359061.011,133.57339030392856,50.645,-1.4411666666666667,64.33166666666668,48.70916666666666,133.2391666666667,2.308333333333333,0.6043000000000001,151
207.5506593,405115.3554,5315225.374,133.57339030392856,49.80333333333334,-0.975,64.70666666666668,38.82916666666667,135.72583333333336,2.025,0.7005,215
135.7548584,417089.6473,5381392.14,120.73956398590605,50.78333333333333,-1.4981666666666666,64.29916666666666,49.920833333333334,132.42333333333332,2.15,0.6369,135
146.7857463,420076.4311,5370720.373,133.57339030392856,52.6225,-1.3975833333333332,64.50833333333334,51.15166666666667,132.04416666666665,2.2416666666666667,0.5124000000000001,148
111.2688236,436682.8512,5413283.477,120.73956398590605,49.75083333333333,-1.3991666666666667,63.475833333333334,45.97916666666667,131.82500000000002,2.458333333333333,0.8178000000000001,116
160.188024,427983.277,5377437.706,133.57339030392856,52.89583333333334,-1.2974166666666667,63.13583333333334,51.919166666666676,132.0575,3.091666666666667,0.5794,162
109.6145286,441440.9582,5415616.55,120.73956398590605,48.85583333333333,-1.4403333333333332,63.25750000000001,45.765,131.91833333333335,2.558333333333333,0.669,111
94.41580507,472604.6664,5495162.925,133.57339030392856,45.770833333333336,-2.0021666666666667,63.837500000000006,53.968333333333334,126.10916666666668,1.975,0.6373,97
95.4506787,473608.2484,5479680.038,92.18530922955416,47.785000000000004,-1.86575,64.59833333333334,55.11000000000001,126.7641666666667,2.033333333333333,0.6152000000000001,107
93.79932372,464965.6793,5464496.091,120.73956398590605,46.56583333333334,-1.8563333333333334,64.88,49.41583333333334,128.52166666666668,1.8416666666666663,0.5971000000000001,95
102.3090911,469061.0322,5455216.764,92.18530922955416,46.189166666666665,-1.8403333333333334,63.88333333333334,50.08916666666667,129.33166666666668,2.216666666666667,0.8274,120
111.1242683,463855.0822,5434111.186,133.57339030392856,47.44833333333334,-1.80975,63.055,50.170833333333334,130.29666666666668,2.5166666666666666,0.7869,119
137.7940379,413159.2119,5376488.086,120.73956398590605,50.02250000000001,-1.5484166666666668,65.09833333333334,48.8325,132.67416666666665,1.7416666666666667,0.6861,137
180.1988162,408870.8449,5332329.617,133.57339030392856,52.6775,-1.0455833333333333,64.56916666666667,46.13916666666667,134.335,2.475,0.756,183
135.6474324,418746.985,5382085.864,120.73956398590605,49.92250000000001,-1.5431666666666666,63.09583333333334,50.41583333333334,132.27083333333334,2.325,0.784,146
143.7404016,415821.1362,5370428.491,133.57339030392856,50.445,-1.49275,64.0125,49.765,132.81916666666666,2.05,0.8589,155
110.6897042,443567.1112,5415360.653,120.73956398590605,49.05833333333334,-1.4245833333333335,63.087500000000006,46.653333333333336,131.90916666666666,2.7666666666666666,0.6707000000000001,115
92.57475723,463504.2651,5466013.497,120.73956398590605,46.68000000000001,-1.8727500000000001,65.155,49.41916666666667,128.46833333333333,1.7333333333333334,0.6944,94
101.3578384,463104.3932,5447221.974,120.73956398590605,45.958333333333336,-1.829333333333333,64.385,48.017500000000005,130.26,2.183333333333333,0.5068,110
106.5100618,465926.2696,5443966.26,133.57339030392856,46.575833333333335,-1.80825,64.16916666666667,49.10916666666666,130.11666666666667,2.2583333333333333,0.637,110
99.2969346,476220.1952,5467707.758,92.18530922955416,49.51083333333334,-1.8463333333333334,65.50833333333334,55.465833333333336,127.65083333333335,2.15,0.5015000000000001,107
191.4681775,400169.3144,5317330.552,133.57339030392856,51.58333333333334,-0.9154166666666669,65.84666666666668,42.2,135.5891666666667,2.3,0.8420000000000001,198
179.5421687,407953.2037,5331774.837,133.57339030392856,52.6775,-1.0455833333333333,64.56916666666667,46.13916666666667,134.335,2.475,0.674,177
125.0783913,424674.6303,5393091.501,120.73956398590605,49.8175,-1.5284166666666668,62.51916666666668,48.1925,132.06833333333336,2.25,0.7041000000000001,127
137.3676571,423675.0105,5381636.041,133.57339030392856,50.71333333333334,-1.42375,62.11083333333334,50.88,132.135,2.675,0.8260000000000001,147
153.3518608,414435.6749,5356428.058,133.57339030392856,52.33,-1.3603333333333334,64.39416666666668,49.5275,133.0525,2.55,0.6466000000000001,156
224.0229024,415325.2994,5321924.702,133.57339030392856,52.64750000000001,-1.1115833333333331,64.45833333333334,42.19333333333333,134.47083333333333,2.225,0.4833,229
108.7100963,439092.8927,5417654.742,120.73956398590605,48.85583333333333,-1.4403333333333332,63.25750000000001,45.765,131.91833333333335,2.558333333333333,0.7438,112
112.2294777,446840.8072,5415181.725,133.57339030392856,49.94583333333333,-1.3758333333333335,63.71333333333334,47.475,131.4141666666667,2.8833333333333333,0.6024,119
113.8286488,460362.452,5426143.356,133.57339030392856,48.785833333333336,-1.6698333333333333,63.83833333333334,48.950833333333335,131.00083333333336,2.8,0.5602,117
94.47871094,472351.7634,5494456.206,133.57339030392856,45.770833333333336,-2.0021666666666667,63.837500000000006,53.968333333333334,126.10916666666668,1.975,0.6946,98
98.61658564,471893.9146,5463714.366,133.57339030392856,47.035000000000004,-1.8513333333333333,64.42916666666666,51.98583333333334,128.71666666666667,2.1166666666666667,0.758,113
103.8906355,470161.5905,5452153.98,92.18530922955416,46.62083333333334,-1.829333333333333,64.15833333333335,50.81,129.32750000000001,2.2666666666666666,0.8675,116
99.45786437,477130.8331,5468415.476,92.18530922955416,49.51083333333334,-1.8463333333333334,65.50833333333334,55.465833333333336,127.65083333333335,2.15,0.6183000000000001,111
192.8864524,400797.0754,5314359.737,133.57339030392856,50.61916666666667,-0.9425833333333334,65.36666666666666,39.86166666666667,135.7775,2.0166666666666666,0.5781000000000001,197
172.2446664,397950.1586,5333685.096,120.73956398590605,52.873333333333335,-0.9755833333333334,65.01666666666667,48.24666666666666,134.83666666666667,2.9,0.602,179
214.6277496,392374.4715,5291447.885,120.73956398590605,46.072500000000005,-0.7075833333333335,64.27583333333334,32.74583333333333,136.6858333333333,2.0166666666666666,0.6022000000000001,234
140.5480458,413069.2418,5372852.529,120.73956398590605,50.02250000000001,-1.5484166666666668,65.09833333333334,48.8325,132.67416666666665,1.7416666666666667,0.5206000000000001,141
219.6201791,407779.2989,5313820.93,133.57339030392856,51.10583333333333,-1.031,64.62583333333333,39.6225,135.44000000000003,2.125,0.7348,220
124.0434724,423455.1207,5395400.583,120.73956398590605,49.65833333333333,-1.5305833333333334,63.59916666666667,47.825833333333335,132.105,2.15,0.8362,130
156.4883709,413971.8586,5355049.606,133.57339030392856,52.33,-1.3603333333333334,64.39416666666668,49.5275,133.0525,2.55,0.5467000000000001,161
217.7586126,413838.8883,5321829.734,133.57339030392856,52.64750000000001,-1.1115833333333331,64.45833333333334,42.19333333333333,134.47083333333333,2.225,0.8846,230
120.4123797,438622.0704,5403482.378,133.57339030392856,51.58,-1.2154166666666668,63.5,48.82083333333333,131.7425,2.875,0.8135,123
106.0747554,445831.2098,5422312.898,120.73956398590605,48.472500000000004,-1.4475833333333332,63.36666666666667,46.450833333333335,131.43083333333334,2.716666666666667,0.6423,108
87.79932193,460493.5034,5482786.89,92.18530922955416,45.972500000000004,-1.864833333333333,65.27416666666667,45.76583333333334,126.14833333333331,1.5333333333333334,0.2917,96
94.44387502,471803.9822,5494442.215,133.57339030392856,45.770833333333336,-2.0021666666666667,63.837500000000006,53.968333333333334,126.10916666666668,1.975,0.624,96
93.63142047,463663.1958,5463109.648,120.73956398590605,46.56583333333334,-1.8563333333333334,64.88,49.41583333333334,128.52166666666668,1.8416666666666663,0.5751000000000001,95
103.6396334,468297.3323,5451983.056,92.18530922955416,46.189166666666665,-1.8403333333333334,63.88333333333334,50.08916666666667,129.33166666666668,2.216666666666667,0.8685,110
107.5586243,470422.4809,5443185.557,133.57339030392856,47.23583333333334,-1.817333333333333,63.928333333333335,50.725833333333334,129.4375,2.4166666666666665,0.5993,112
100.0192253,476193.1995,5463080.598,92.18530922955416,48.792500000000004,-1.8585,64.6125,54.86333333333334,128.18,2.316666666666667,0.6509,106
210.1041283,398927.8508,5303089.249,133.57339030392856,48.295833333333334,-0.8425833333333335,64.32000000000001,35.98666666666667,136.06833333333336,2.2666666666666666,0.43320000000000003,223
139.980626,411339.9324,5372764.564,120.73956398590605,50.02250000000001,-1.5484166666666668,65.09833333333334,48.8325,132.67416666666665,1.7416666666666667,0.6742,143
145.2181036,417117.6159,5369590.824,133.57339030392856,51.19416666666667,-1.465,64.22000000000001,49.96666666666667,132.7516666666667,2.091666666666667,0.5579000000000001,149
159.3457117,414374.6973,5354193.947,133.57339030392856,52.33,-1.3603333333333334,64.39416666666668,49.5275,133.0525,2.55,0.49560000000000004,161
111.5337135,443955.956,5414707.913,120.73956398590605,49.05833333333334,-1.4245833333333335,63.087500000000006,46.653333333333336,131.90916666666666,2.7666666666666666,0.7059000000000001,120
93.02590542,463223.3668,5461625.238,120.73956398590605,46.21666666666667,-1.845,65.075,47.96416666666667,128.6641666666667,1.8333333333333333,0.6234000000000001,94
104.2387002,473376.3107,5451918.06,133.57339030392856,47.18083333333333,-1.8219166666666664,64.12583333333333,51.88083333333333,128.84666666666666,2.283333333333333,0.4071,110
99.81236002,476193.1995,5463080.598,92.18530922955416,48.792500000000004,-1.8585,64.6125,54.86333333333334,128.18,2.316666666666667,0.6509,106
182.4157713,393972.7315,5326607.902,120.73956398590605,50.53916666666667,-0.9425,65.86416666666666,44.625,135.42333333333332,2.566666666666667,0.8248000000000001,188
192.525486,399121.7448,5313830.952,120.73956398590605,50.072500000000005,-0.9068333333333334,65.42,39.795,135.84666666666666,1.9333333333333331,0.5716,196
145.3804441,412644.4023,5366641.997,133.57339030392856,50.17666666666667,-1.4729166666666667,64.07416666666667,49.11000000000001,132.94833333333332,2.158333333333333,0.5646,148
183.470331,409602.555,5330788.222,133.57339030392856,52.66166666666667,-1.0930833333333334,64.87583333333333,44.535000000000004,134.61333333333334,2.433333333333333,0.8283,194
187.2495085,405380.214,5324713.627,133.57339030392856,52.322500000000005,-1.0178333333333331,64.74666666666667,43.840833333333336,135.095,2.458333333333333,0.6686000000000001,186
145.587042,418107.2199,5370084.627,133.57339030392856,51.19416666666667,-1.465,64.22000000000001,49.96666666666667,132.7516666666667,2.091666666666667,0.8616,153
222.7744664,413079.1889,5320839.119,133.57339030392856,53.225833333333334,-1.114166666666667,64.74833333333333,41.26583333333334,134.35833333333332,2.183333333333333,0.8879,234
111.0201845,443158.2735,5414341.059,120.73956398590605,49.05833333333334,-1.4245833333333335,63.087500000000006,46.653333333333336,131.90916666666666,2.7666666666666666,0.8769,119
92.22063907,460434.4745,5463576.477,120.73956398590605,46.05583333333333,-1.8321666666666667,65.05083333333333,46.344166666666666,128.34583333333333,1.875,0.5774,96
112.0838619,456319.0522,5425432.644,133.57339030392856,48.322500000000005,-1.6665,64.15833333333335,47.462500000000006,131.08666666666667,2.575,0.6534,119
94.47429466,473956.1286,5495531.772,133.57339030392856,47.31833333333333,-1.9264166666666669,64.515,56.46166666666667,126.2225,2.2583333333333333,0.42400000000000004,100
192.7288646,397328.4653,5312252.587,120.73956398590605,48.429166666666674,-0.9071666666666669,65.15166666666667,37.70583333333333,136.175,1.8666666666666667,0.7302000000000001,201
214.9815627,391687.7457,5290284.346,120.73956398590605,46.072500000000005,-0.7075833333333335,64.27583333333334,32.74583333333333,136.6858333333333,2.0166666666666666,0.6251,226
140.0228445,411275.958,5372793.553,120.73956398590605,50.02250000000001,-1.5484166666666668,65.09833333333334,48.8325,132.67416666666665,1.7416666666666667,0.6742,141
126.0289586,423075.2688,5392141.877,120.73956398590605,49.65833333333333,-1.5305833333333334,63.59916666666667,47.825833333333335,132.105,2.15,0.6113000000000001,130
147.4255869,419876.5107,5369460.875,133.57339030392856,51.19416666666667,-1.465,64.22000000000001,49.96666666666667,132.7516666666667,2.091666666666667,0.8502000000000001,157
112.244107,436194.0445,5411226.295,120.73956398590605,49.75083333333333,-1.3991666666666667,63.475833333333334,45.97916666666667,131.82500000000002,2.458333333333333,0.7504000000000001,115
102.8391948,450819.2369,5430584.607,120.73956398590605,47.095,-1.7076666666666669,64.47666666666667,45.160833333333336,131.11833333333334,2.183333333333333,0.7769,108
106.704829,442813.4089,5422074.996,120.73956398590605,47.88,-1.4782499999999998,62.678333333333335,45.96000000000001,131.85416666666669,2.625,0.7572,112
92.75209839,462175.7857,5463671.432,120.73956398590605,46.21666666666667,-1.845,65.075,47.96416666666667,128.6641666666667,1.8333333333333333,0.5641,94
97.07993712,455514.3992,5447777.778,120.73956398590605,44.74666666666666,-1.8263333333333334,63.62416666666667,45.14416666666667,130.425,2.1416666666666666,0.6641,99
94.89257467,473470.3067,5484323.207,92.18530922955416,47.358333333333334,-1.81475,64.50583333333333,55.23916666666667,126.49583333333334,2.033333333333333,0.46280000000000004,100
96.40095758,473037.4752,5476984.104,92.18530922955416,48.310833333333335,-1.8554166666666663,64.96583333333334,54.69500000000001,127.16833333333335,1.7916666666666667,0.6182000000000001,107
106.8196652,467703.5618,5442276.928,133.57339030392856,46.93083333333333,-1.814,64.11583333333333,49.598333333333336,129.59333333333333,2.216666666666667,0.37170000000000003,112
192.7603056,397645.3368,5312866.341,120.73956398590605,50.072500000000005,-0.9068333333333334,65.42,39.795,135.84666666666666,1.9333333333333331,0.8388,201
181.6079945,408760.8846,5330677.268,133.57339030392856,52.66166666666667,-1.0930833333333334,64.87583333333333,44.535000000000004,134.61333333333334,2.433333333333333,0.7531,181
200.1341378,411029.9958,5324124.837,133.57339030392856,52.65416666666667,-1.1081666666666667,65.07666666666667,42.27416666666667,134.725,2.0,0.6881,199
233.4314746,408096.1749,5312707.379,133.57339030392856,51.10583333333333,-1.031,64.62583333333333,39.6225,135.44000000000003,2.125,0.597,239
135.8847504,415178.4104,5380146.634,120.73956398590605,50.4125,-1.5239166666666668,64.81083333333333,49.33416666666666,132.375,1.9,0.6053000000000001,141
144.5956626,414138.8077,5368539.242,133.57339030392856,50.445,-1.49275,64.0125,49.765,132.81916666666666,2.05,0.7537,151
103.4240111,450803.2432,5430580.609,120.73956398590605,47.095,-1.7076666666666669,64.47666666666667,45.160833333333336,131.11833333333334,2.183333333333333,0.7769,109
89.31684394,464517.8958,5483439.613,92.18530922955416,46.587500000000006,-1.9904166666666663,65.615,49.08833333333334,125.97416666666666,1.55,0.48800000000000004,101
111.960258,464977.6329,5432677.753,133.57339030392856,47.44833333333334,-1.80975,63.055,50.170833333333334,130.29666666666668,2.5166666666666666,0.7182000000000001,117
183.1571769,393925.7574,5325329.406,120.73956398590605,50.26583333333334,-0.8995000000000001,66.12,42.87833333333334,135.73499999999999,2.433333333333333,0.7977000000000001,187
193.5980381,400150.3378,5312923.314,133.57339030392856,50.072500000000005,-0.9068333333333334,65.42,39.795,135.84666666666666,1.9333333333333331,0.6408,198
139.9719186,411248.9689,5372842.533,120.73956398590605,50.02250000000001,-1.5484166666666668,65.09833333333334,48.8325,132.67416666666665,1.7416666666666667,0.6742,138
153.6401619,411782.733,5356091.192,133.57339030392856,51.50916666666667,-1.3810833333333332,64.62916666666666,48.755,133.09916666666666,2.341666666666667,0.5989,155
161.0636176,408392.0707,5347390.652,133.57339030392856,51.870000000000005,-1.1813333333333333,64.62583333333333,48.10333333333334,133.5875,2.4833333333333334,0.6551,163
194.484473,412570.3915,5329746.624,133.57339030392856,52.39583333333334,-1.115916666666667,64.00333333333333,44.35333333333334,134.465,2.4916666666666667,0.7152000000000001,204
